z_score,DR,3DCR,30DAR,base_slope,soil_porosity,label
0.4667000000000012,7.3,17.600000000000023,337.6,40.0,40.0,0
1.1405000000000003,2.5,28.100000000000012,391.9,25.0,45.0,0
-3.8154000000000003,0.0,0.0,0.2,45.0,60.0,0
-1.435900000000001,6.5,20.299999999999994,87.89999999999999,30.0,50.0,0
-0.6265999999999992,7.0,26.500000000000014,139.3,45.0,60.0,0
-3.817,0.0,0.0,0.0,25.0,45.0,0
-1.8649000000000016,0.3,2.499999999999979,223.0,25.0,45.0,0
-3.817,0.0,0.0,0.0,30.0,50.0,0
-3.817,0.0,0.0,0.0,35.0,55.0,0
1.4659000000000004,6.3,16.500000000000014,480.09999999999997,45.0,60.0,0
-0.6740000000000022,4.2,8.19999999999997,293.0,35.0,55.0,0
-2.2986999999999997,0.5,9.500000000000007,116.1,40.0,40.0,0
-3.2170000000000005,0.0,0.0,74.99999999999999,30.0,50.0,0
1.8932999999999982,6.9,41.49999999999997,346.5,35.0,55.0,0
-3.3017999999999987,0.6,1.700000000000025,46.3,25.0,45.0,0
3.053499999999999,21.7,60.599999999999994,210.6,40.0,40.0,0
-2.2986999999999997,0.5,9.500000000000007,116.1,25.0,45.0,0
-1.6906000000000019,0.0,7.999999999999972,207.8,35.0,55.0,0
-3.7138,0.0,0.0,12.9,40.0,40.0,0
-0.4475999999999991,1.4,31.200000000000014,181.5,35.0,55.0,0
2.181499999999999,19.7,43.19999999999999,247.0,40.0,40.0,0
-3.7786,0.0,0.0,4.799999999999999,30.0,50.0,0
-2.7606999999999986,6.1,6.500000000000025,26.200000000000003,30.0,50.0,0
-3.4666,0.0,0.0,43.8,35.0,55.0,0
-3.7378,0.0,0.0,9.9,45.0,60.0,0
0.23610000000000086,4.1,31.100000000000016,241.7,25.0,45.0,0
-3.713,0.0,0.0,12.999999999999998,40.0,40.0,0
-0.5725000000000002,7.1,18.099999999999998,206.0,30.0,50.0,0
-3.6286000000000005,1.2,1.5999999999999948,0.4,25.0,45.0,0
-1.3989999999999996,16.4,16.80000000000001,22.599999999999998,40.0,40.0,0
4.876199999999999,37.6,62.99999999999997,268.0,30.0,50.0,0
1.2237000000000005,3.1,31.80000000000001,369.7,35.0,55.0,0
-1.9970999999999997,0.1,1.7000000000000142,214.2,35.0,55.0,0
-3.3330000000000006,1.4,5.699999999999993,5.7,30.0,50.0,0
-3.2604000000000006,3.4,3.399999999999994,12.2,45.0,60.0,0
0.5462999999999998,11.3,20.6,287.3,40.0,40.0,0
-1.6056999999999997,4.7,13.900000000000007,130.4,30.0,50.0,0
-0.6321000000000012,2.5,15.399999999999991,262.4,40.0,40.0,0
1.0462999999999996,11.1,26.29999999999999,310.4,45.0,60.0,0
-3.7482,0.0,0.0,8.600000000000001,35.0,55.0,0
-3.2226,0.0,0.0,74.3,40.0,40.0,0
-3.6938,0.0,0.0,15.4,45.0,60.0,0
-0.845699999999999,0.5,8.400000000000023,305.7,35.0,55.0,0
-2.4234,0.4,4.199999999999993,139.9,45.0,60.0,0
1.0930000000000006,18.4,27.400000000000013,238.0,40.0,40.0,0
-0.041400000000001436,24.6,25.099999999999977,53.199999999999996,40.0,40.0,0
2.5519000000000025,6.7,30.50000000000003,510.5,45.0,60.0,0
-3.8146,0.0,0.0,0.3,45.0,60.0,0
-2.8584000000000005,1.4,1.3999999999999928,96.2,40.0,40.0,0
-2.8162000000000003,0.0,0.0,125.1,45.0,60.0,0
0.15670000000000073,6.9,18.400000000000006,296.90000000000003,25.0,45.0,0
-1.6556000000000002,0.8,7.499999999999999,208.1,35.0,55.0,0
-3.817,0.0,0.0,0.0,45.0,60.0,0
0.8360999999999981,18.7,22.19999999999997,240.70000000000002,45.0,60.0,0
-1.3167000000000004,3.7,8.099999999999993,218.2,45.0,60.0,0
0.4546999999999981,11.3,25.19999999999997,242.5,30.0,50.0,0
0.7368000000000003,8.0,40.5,198.60000000000002,40.0,40.0,0
-1.4807000000000006,0.3,0.5999999999999964,284.8,35.0,55.0,0
-3.561,0.0,0.0,32.0,40.0,40.0,0
-1.8884999999999996,4.5,22.200000000000014,36.8,30.0,50.0,0
-1.265899999999999,11.7,13.900000000000023,105.5,40.0,40.0,0
-0.9988000000000001,12.2,14.6,129.0,35.0,55.0,0
-2.6484000000000014,5.8,5.799999999999971,48.19999999999999,25.0,45.0,0
-1.9663999999999995,0.6,11.400000000000015,142.9,45.0,60.0,0
1.0921999999999983,8.6,39.09999999999997,247.4,30.0,50.0,0
-3.6706000000000003,0.0,0.0,18.3,45.0,60.0,0
-3.695500000000002,0.9,0.8999999999999716,0.0,45.0,60.0,0
-2.9799000000000015,0.1,4.299999999999975,72.5,40.0,40.0,0
-3.4183999999999988,0.0,0.5000000000000249,46.2,35.0,55.0,0
-3.8082000000000003,0.0,0.0,1.1,40.0,40.0,0
-3.7746,0.0,0.0,5.3,30.0,50.0,0
5.3062000000000005,50.0,58.600000000000016,234.3,45.0,60.0,1
-0.08050000000000068,7.3,38.39999999999999,118.4,25.0,45.0,0
-1.7088000000000017,0.0,7.699999999999969,207.70000000000002,30.0,50.0,0
-0.4475999999999991,1.4,31.200000000000014,181.5,25.0,45.0,0
-0.26210000000000006,22.7,25.5,41.0,30.0,50.0,0
-2.0806000000000013,8.0,9.399999999999979,71.89999999999999,30.0,50.0,0
0.4817999999999991,11.2,19.799999999999983,286.0,25.0,45.0,0
1.422400000000001,22.8,44.70000000000002,111.4,30.0,50.0,0
-2.9442999999999993,0.1,0.5000000000000249,104.5,45.0,60.0,0
1.0285000000000004,6.3,24.20000000000001,369.59999999999997,30.0,50.0,0
0.3166999999999982,4.3,20.89999999999997,323.79999999999995,35.0,55.0,0
-0.5169000000000006,7.9,8.699999999999992,273.40000000000003,45.0,60.0,0
-2.2658,0.0,0.0,193.9,25.0,45.0,0
-0.05050000000000088,1.9,21.299999999999983,298.09999999999997,45.0,60.0,0
-3.6682,0.0,0.0,18.6,25.0,45.0,0
-3.2482,0.0,0.0,71.1,25.0,45.0,0
2.9935,23.5,40.900000000000006,328.6,40.0,40.0,0
-2.1812,0.8,3.5000000000000027,171.4,25.0,45.0,0
-3.765,0.0,0.0,6.5,25.0,45.0,0
-0.7819000000000014,7.7,13.099999999999973,210.3,30.0,50.0,0
-3.214300000000002,2.3,2.399999999999975,35.8,30.0,50.0,0
-2.2252,9.0,9.0,47.1,40.0,40.0,0
-3.4730000000000003,0.0,0.0,42.99999999999999,40.0,40.0,0
4.0716,21.2,58.100000000000016,360.8,45.0,60.0,0
-0.808,3.6,14.299999999999999,237.79999999999998,40.0,40.0,0
-0.5224000000000002,3.4,8.799999999999992,315.3,45.0,60.0,0
-2.6985999999999994,0.0,1.2000000000000142,131.1,35.0,55.0,0
-3.3204000000000016,0.4,0.49999999999997513,54.6,30.0,50.0,0
-0.5226000000000006,4.8,11.599999999999985,281.5,25.0,45.0,0
1.545399999999999,16.0,36.79999999999998,249.5,25.0,45.0,0
-1.5983000000000014,0.9,1.8999999999999715,254.9,45.0,60.0,0
-3.8154000000000003,0.0,0.0,0.2,45.0,60.0,0
1.4059999999999986,35.4,37.799999999999976,38.099999999999994,40.0,40.0,0
-0.6342000000000008,12.8,18.199999999999992,142.7,35.0,55.0,0
5.8107,19.1,92.1,351.9,45.0,60.0,0
-2.8187999999999986,0.0,4.700000000000025,90.7,35.0,55.0,0
-1.7870000000000006,7.4,12.899999999999997,89.0,45.0,60.0,0
-3.648000000000002,0.0,0.8999999999999716,14.599999999999998,25.0,45.0,0
-0.6986000000000017,6.8,16.199999999999974,206.89999999999998,45.0,60.0,0
-0.42389999999999883,1.5,15.200000000000028,299.5,35.0,55.0,0
-0.3717000000000015,1.3,20.19999999999997,271.70000000000005,40.0,40.0,0
-3.4314,0.0,0.0,48.19999999999999,40.0,40.0,0
0.07819999999999894,13.6,15.999999999999984,240.0,30.0,50.0,0
-3.8146,0.0,0.0,0.30000000000000004,35.0,55.0,0
-3.657,0.0,0.0,20.0,35.0,55.0,0
-2.4546,0.0,0.0,170.29999999999998,25.0,45.0,0
-2.4086000000000007,2.0,1.999999999999993,142.3,30.0,50.0,0
-0.8129000000000014,1.7,39.39999999999998,73.5,30.0,50.0,0
1.4964999999999995,12.3,46.39999999999999,209.4,25.0,45.0,0
-3.7578,0.0,0.4,4.5,30.0,50.0,0
-1.034899999999999,2.3,10.500000000000025,249.5,40.0,40.0,0
-3.809,0.0,0.0,1.0,25.0,45.0,0
-2.7494000000000014,0.0,0.9999999999999716,126.2,40.0,40.0,0
-2.3762,0.0,0.0,180.1,45.0,60.0,0
4.0106,12.8,50.199999999999996,491.3,45.0,60.0,0
-0.44220000000000104,5.2,16.39999999999999,252.89999999999998,40.0,40.0,0
-1.4807000000000006,0.3,0.5999999999999964,284.8,40.0,40.0,0
-3.7546000000000004,0.0,0.0,7.800000000000001,30.0,50.0,0
-3.817,0.0,0.0,0.0,40.0,40.0,0
-3.553,0.0,0.0,33.0,45.0,60.0,0
-3.164500000000002,0.1,5.199999999999972,42.900000000000006,25.0,45.0,0
-2.5302,0.4,3.199999999999996,133.8,45.0,60.0,0
1.8569,2.1,56.5,279.4,40.0,40.0,0
1.5975999999999986,15.4,37.59999999999997,256.0,25.0,45.0,0
-3.741,0.0,0.0,9.5,35.0,55.0,0
-2.9741,0.5,9.799999999999997,29.5,45.0,60.0,0
-3.693,0.0,0.0,15.499999999999998,45.0,60.0,0
8.0552,0.2,143.6,441.0,40.0,40.0,0
5.3062000000000005,50.0,58.600000000000016,234.3,35.0,55.0,0
1.087699999999999,8.3,38.39999999999998,254.8,40.0,40.0,0
-0.5590000000000015,1.8,9.69999999999997,319.6,45.0,60.0,0
-3.817,0.0,0.0,0.0,35.0,55.0,0
2.0917999999999997,9.0,28.299999999999997,446.79999999999995,35.0,55.0,0
-2.8738,0.0,0.0,117.9,30.0,50.0,0
-2.097200000000002,0.6,15.999999999999972,93.19999999999999,45.0,60.0,0
0.3881999999999999,7.8,24.300000000000004,274.4,40.0,40.0,0
4.239300000000002,8.3,81.80000000000003,334.1,35.0,55.0,0
2.9362000000000004,15.2,49.80000000000001,336.79999999999995,40.0,40.0,0
-3.665,0.0,0.0,19.0,40.0,40.0,0
-3.4498,0.0,0.0,45.9,25.0,45.0,0
1.8136999999999994,16.3,37.79999999999998,272.90000000000003,25.0,45.0,0
-0.4980999999999989,6.1,40.20000000000002,64.7,40.0,40.0,0
-3.677000000000002,0.2,1.4999999999999716,4.699999999999998,35.0,55.0,0
-3.7178,0.0,0.0,12.399999999999999,25.0,45.0,0
-3.765,0.0,0.0,6.5,45.0,60.0,0
1.2193000000000016,10.7,25.800000000000026,339.5,25.0,45.0,0
-1.0134000000000016,0.2,14.899999999999972,240.5,40.0,40.0,0
-0.9285000000000005,1.7,10.399999999999993,269.29999999999995,35.0,55.0,0
-3.817,0.0,0.0,0.0,45.0,60.0,0
-3.4474,0.0,0.0,46.2,30.0,50.0,0
-2.6061999999999994,1.2,1.2000000000000142,131.1,45.0,60.0,0
-3.789,0.0,0.0,3.5,45.0,60.0,0
-3.1964000000000015,0.0,1.0999999999999752,69.6,35.0,55.0,0
0.9341000000000017,10.3,21.00000000000002,342.50000000000006,30.0,50.0,0
-3.3363000000000014,0.3,4.399999999999978,25.3,40.0,40.0,0
-2.9146000000000005,0.0,2.3999999999999964,95.39999999999999,40.0,40.0,0
-3.817,0.0,0.0,0.0,40.0,40.0,0
-3.373500000000001,0.5,4.099999999999994,20.9,45.0,60.0,0
-3.813,0.0,0.0,0.5,25.0,45.0,0
-3.553,0.0,0.0,33.0,45.0,60.0,0
-3.2066000000000003,0.0,0.0,76.29999999999998,30.0,50.0,0
-3.817,0.0,0.0,0.0,25.0,45.0,0
-2.3242000000000003,0.0,0.0,186.6,30.0,50.0,0
-1.1852,7.0,17.599999999999994,134.0,25.0,45.0,0
-0.20170000000000088,2.3,25.499999999999993,244.89999999999998,35.0,55.0,0
0.6957999999999995,17.6,29.199999999999996,183.0,40.0,40.0,0
-0.5228999999999999,1.9,14.300000000000004,289.8,25.0,45.0,0
-2.3844000000000003,1.4,5.9999999999999964,122.1,45.0,60.0,0
1.5661999999999994,3.0,28.89999999999999,434.5,25.0,45.0,0
-3.7834000000000003,0.0,0.0,4.2,30.0,50.0,0
-3.8082000000000003,0.0,0.0,1.1,35.0,55.0,0
0.13829999999999965,6.7,27.29999999999999,232.0,40.0,40.0,0
-2.9489999999999985,0.2,0.3000000000000249,104.39999999999999,45.0,60.0,0
-2.8162000000000003,0.0,0.3999999999999929,122.2,35.0,55.0,0
-3.4975000000000005,2.1,2.0999999999999943,4.5,30.0,50.0,0
2.513399999999998,29.2,41.39999999999998,210.09999999999997,45.0,60.0,0
-3.553,0.0,0.0,33.0,30.0,50.0,0
0.24479999999999857,3.8,30.99999999999997,246.4,35.0,55.0,0
-2.9842000000000013,0.0,3.9999999999999787,75.1,30.0,50.0,0
0.7238000000000009,6.8,43.000000000000014,190.39999999999998,40.0,40.0,0
0.9196999999999997,2.5,43.3,254.1,35.0,55.0,0
3.2305,34.5,55.10000000000001,149.39999999999998,45.0,60.0,0
-3.6978,0.0,0.0,14.9,30.0,50.0,0
-3.7522,0.0,0.0,8.1,25.0,45.0,0
-3.7786,0.0,0.0,4.799999999999999,25.0,45.0,0
-2.3242000000000003,0.0,0.0,186.6,40.0,40.0,0
2.6990999999999996,16.5,33.999999999999986,409.2,30.0,50.0,0
-0.6770000000000009,1.0,6.299999999999989,337.2,30.0,50.0,0
4.578000000000001,25.4,72.40000000000002,280.0,40.0,40.0,0
-3.7651000000000003,0.1,0.1,4.799999999999999,40.0,40.0,0
1.2941999999999982,9.6,37.59999999999998,273.9,45.0,60.0,0
-3.1099,1.7,2.5,53.9,30.0,50.0,0
-0.47929999999999895,2.1,15.600000000000016,283.9,40.0,40.0,0
0.8609999999999987,12.0,33.79999999999998,224.2,35.0,55.0,0
-1.198500000000001,1.9,5.299999999999993,270.59999999999997,25.0,45.0,0
-0.9320000000000007,6.0,26.699999999999996,109.3,25.0,45.0,0
-3.7746,0.0,0.0,5.3,30.0,50.0,0
-1.0340999999999996,7.9,9.700000000000014,201.5,30.0,50.0,0
-3.243199999999999,0.0,0.5000000000000249,68.1,25.0,45.0,0
1.1960999999999997,14.9,30.099999999999994,265.0,35.0,55.0,0
-2.9497999999999993,0.0,4.400000000000015,76.5,40.0,40.0,0
-3.5986000000000002,0.0,0.0,27.299999999999997,40.0,40.0,0
0.6355000000000013,5.9,16.300000000000015,381.6,25.0,45.0,0
-2.5293,0.9,8.799999999999992,88.5,30.0,50.0,0
-1.8153000000000004,1.1,5.699999999999992,198.3,30.0,50.0,0
2.861599999999998,29.4,44.19999999999997,231.39999999999998,30.0,50.0,0
-3.2041000000000004,3.3,3.7999999999999945,17.3,30.0,50.0,0
-3.817,0.0,0.0,0.0,45.0,60.0,0
-0.5670000000000002,0.8,20.200000000000006,252.1,35.0,55.0,0
-1.440600000000002,1.0,2.8999999999999715,266.4,35.0,55.0,0
-3.463500000000002,1.3,3.899999999999972,3.3999999999999986,25.0,45.0,0
0.5463000000000011,22.3,33.500000000000014,87.9,35.0,55.0,0
-3.3005999999999993,2.4,4.600000000000014,8.1,30.0,50.0,0
-3.2736000000000005,3.6,4.299999999999993,2.1,30.0,50.0,0
-3.7746000000000004,0.0,0.0,5.299999999999999,25.0,45.0,0
-3.1807999999999987,0.0,0.5000000000000249,75.89999999999999,45.0,60.0,0
-2.6484000000000014,5.8,5.799999999999971,48.19999999999999,35.0,55.0,0
-3.4196,0.8,4.7,7.9,30.0,50.0,0
-1.9565000000000001,3.5,4.7,164.8,25.0,45.0,0
-2.193,0.0,0.0,203.0,35.0,55.0,0
-3.5234,0.0,0.0,36.7,35.0,55.0,0
-3.817,0.0,0.0,0.0,30.0,50.0,0
-1.7103000000000015,1.3,11.69999999999998,165.99999999999997,45.0,60.0,0
-3.446000000000002,0.0,1.4999999999999751,35.49999999999999,40.0,40.0,0
-2.5176000000000007,0.8,16.499999999999993,35.1,30.0,50.0,0
-0.5260000000000018,5.4,20.399999999999974,211.5,45.0,60.0,0
-2.647100000000002,1.1,6.999999999999972,84.9,35.0,55.0,0
-2.2938,0.0,0.0,190.39999999999998,40.0,40.0,0
-3.4706,0.0,0.0,43.3,40.0,40.0,0
-0.3991999999999998,10.0,17.900000000000002,201.20000000000002,40.0,40.0,0
-3.5002000000000004,0.0,0.0,39.599999999999994,30.0,50.0,0
-2.2513000000000014,1.5,4.699999999999979,147.2,30.0,50.0,0
-3.7834000000000003,0.0,0.0,4.2,45.0,60.0,0
-2.8091,1.1,2.7999999999999945,95.10000000000001,45.0,60.0,0
1.0522999999999987,7.1,41.699999999999974,238.0,45.0,60.0,0
-3.817,0.0,0.0,0.0,45.0,60.0,0
-3.8162000000000003,0.0,0.0,0.1,45.0,60.0,0
-2.967699999999999,0.3,4.300000000000025,72.1,30.0,50.0,0
0.4590000000000014,12.8,14.80000000000003,304.0,35.0,55.0,0
-3.817,0.0,0.0,0.0,40.0,40.0,0
-2.907899999999999,2.1,2.900000000000025,72.39999999999999,25.0,45.0,0
-3.6673999999999998,0.2,1.5,5.9,45.0,60.0,0
-2.4039000000000015,5.3,15.299999999999972,14.7,25.0,45.0,0
0.642500000000001,9.5,24.400000000000013,289.1,25.0,45.0,0
-3.2910999999999997,0.7,0.8,53.2,30.0,50.0,0
2.4915999999999996,19.4,58.199999999999996,179.9,35.0,55.0,0
-3.7618,0.0,0.0,6.8999999999999995,45.0,60.0,0
-1.0438999999999998,4.7,12.800000000000002,208.6,35.0,55.0,0
-3.5000000000000013,0.4,0.6999999999999786,30.7,45.0,60.0,0
1.0304000000000004,11.8,17.80000000000001,363.3,40.0,40.0,0
-3.4324000000000012,0.0,3.0999999999999783,25.6,25.0,45.0,0
-2.7892000000000006,1.8,3.399999999999995,86.5,30.0,50.0,0
2.5371999999999995,1.4,10.799999999999986,702.5,45.0,60.0,0
0.8883000000000005,17.5,24.10000000000001,245.0,40.0,40.0,0
-2.7506000000000004,0.0,0.0,133.29999999999998,25.0,45.0,0
-3.4472000000000014,0.0,2.4999999999999787,28.1,30.0,50.0,0
7.8447000000000005,40.7,57.900000000000006,646.1999999999999,30.0,50.0,0
1.0635000000000012,9.9,21.50000000000002,358.90000000000003,30.0,50.0,0
-3.553,0.0,0.0,33.0,45.0,60.0,0
4.870899999999999,33.1,74.39999999999998,228.0,40.0,40.0,0
4.306399999999998,28.6,65.39999999999998,266.0,25.0,45.0,0
-2.6074999999999995,8.9,8.900000000000015,1.0,35.0,55.0,0
-2.7405000000000004,0.1,2.8000000000000003,113.3,45.0,60.0,0
2.6707000000000005,2.1,73.39999999999999,258.6,45.0,60.0,0
-3.8146,0.0,0.0,0.30000000000000004,40.0,40.0,0
-2.6722000000000015,0.0,2.3999999999999786,125.69999999999999,40.0,40.0,0
-2.5618999999999996,1.1,2.8000000000000074,126.0,45.0,60.0,0
-3.070500000000002,0.9,1.3999999999999786,74.49999999999999,25.0,45.0,0
-3.7535999999999996,0.0,0.10000000000001422,7.2,45.0,60.0,0
-1.0611000000000017,3.7,21.49999999999998,153.0,30.0,50.0,0
1.4546000000000006,11.8,22.300000000000015,383.7,30.0,50.0,0
-0.09360000000000057,8.4,22.299999999999994,222.9,35.0,55.0,0
1.4042999999999994,8.1,28.39999999999999,368.8,30.0,50.0,0
-3.701,0.0,0.0,14.5,35.0,55.0,0
-2.7874000000000017,0.4,7.799999999999976,68.3,30.0,50.0,0
-3.5185000000000004,0.3,0.49999999999999817,30.8,35.0,55.0,0
-3.7954000000000003,0.0,0.0,2.7,45.0,60.0,0
-0.3638999999999999,3.1,27.6,201.7,45.0,60.0,0
1.626999999999999,17.4,25.29999999999999,329.59999999999997,35.0,55.0,0
-3.4530000000000003,0.0,0.0,45.5,35.0,55.0,0
-2.873,0.0,0.0,118.00000000000001,30.0,50.0,0
-1.567800000000001,1.6,5.799999999999979,223.70000000000002,40.0,40.0,0
4.380599999999999,13.6,74.39999999999999,354.4,30.0,50.0,0
-0.5224000000000002,3.4,8.799999999999992,315.3,40.0,40.0,0
-3.733,0.0,0.0,10.499999999999998,40.0,40.0,0
0.35229999999999917,3.1,22.89999999999999,325.29999999999995,25.0,45.0,0
-3.7674000000000003,0.0,0.0,6.2,45.0,60.0,0
1.8659999999999992,11.8,22.39999999999999,434.4,30.0,50.0,0
14.7617,94.3,140.0,399.7,25.0,45.0,0
-2.2971000000000004,6.1,7.099999999999996,79.80000000000001,35.0,55.0,0
-3.6426000000000003,0.0,0.0,21.799999999999997,35.0,55.0,0
-3.0504000000000016,0.2,0.39999999999997515,91.0,30.0,50.0,0
-2.907899999999999,2.1,2.900000000000025,72.39999999999999,45.0,60.0,0
-3.0935999999999995,0.0,6.500000000000014,43.3,25.0,45.0,0
-3.7666000000000004,0.0,0.0,6.3,35.0,55.0,0
-1.0387999999999986,1.6,15.100000000000017,222.4,25.0,45.0,0
0.9626000000000006,17.0,32.90000000000001,195.29999999999998,30.0,50.0,0
-3.8082000000000003,0.0,0.0,1.1,40.0,40.0,0
-3.8098,0.0,0.0,0.9,35.0,55.0,0
-3.4073999999999995,0.0,0.8000000000000143,45.4,30.0,50.0,0
-1.6481999999999997,5.0,12.70000000000001,130.9,25.0,45.0,0
2.144400000000001,33.0,36.20000000000002,165.1,45.0,60.0,0
2.8468999999999993,21.7,47.3,281.2,35.0,55.0,0
-0.29279999999999884,1.6,18.900000000000013,288.1,45.0,60.0,0
-3.801,0.0,0.0,2.0,35.0,55.0,0
-0.8613999999999997,2.2,9.5,279.40000000000003,25.0,45.0,0
4.936999999999999,13.0,40.499999999999986,675.5,35.0,55.0,0
-3.2226,0.0,0.0,74.3,45.0,60.0,0
-0.27139999999999986,4.6,14.899999999999995,290.90000000000003,45.0,60.0,0
1.4429999999999992,7.4,44.69999999999999,262.2,25.0,45.0,0
-3.4043999999999985,0.2,1.0000000000000249,42.400000000000006,30.0,50.0,0
-2.301799999999999,2.4,2.400000000000022,148.89999999999998,40.0,40.0,0
-3.725,0.0,0.0,11.500000000000002,35.0,55.0,0
-3.5713999999999997,0.0,2.400000000000014,13.299999999999999,30.0,50.0,0
-2.0441000000000003,4.3,8.899999999999995,115.7,30.0,50.0,0
0.23030000000000106,3.9,11.100000000000016,387.90000000000003,30.0,50.0,0
-3.789,0.0,0.0,3.5,30.0,50.0,0
-1.1124000000000003,2.0,10.100000000000001,245.6,40.0,40.0,0
-2.6174000000000004,0.0,6.9999999999999964,99.2,45.0,60.0,0
-0.7173000000000018,6.3,11.299999999999969,244.89999999999998,40.0,40.0,0
-2.5354,0.0,0.0,160.2,25.0,45.0,0
0.8493000000000006,11.9,20.60000000000001,319.40000000000003,45.0,60.0,0
2.573399999999998,9.0,54.29999999999997,318.5,30.0,50.0,0
-3.8082000000000003,0.0,0.0,1.1,35.0,55.0,0
-3.4274000000000004,0.0,0.0,48.699999999999996,40.0,40.0,0
-0.5226000000000006,4.8,11.599999999999985,281.5,35.0,55.0,0
-1.7870000000000006,7.4,12.899999999999997,89.0,35.0,55.0,0
-3.3060000000000005,1.4,4.799999999999994,15.6,30.0,50.0,0
2.4915999999999996,19.4,58.199999999999996,179.9,40.0,40.0,0
4.674200000000001,11.8,68.90000000000002,448.3,45.0,60.0,0
-2.583400000000002,0.0,3.9999999999999716,125.2,25.0,45.0,0
-2.7055,0.3,1.0000000000000142,128.79999999999998,45.0,60.0,0
0.5111000000000012,22.5,39.40000000000002,38.8,35.0,55.0,0
2.108600000000001,17.0,29.500000000000014,363.2,25.0,45.0,0
-0.17680000000000018,15.8,27.799999999999997,101.4,30.0,50.0,0
-1.8053000000000003,2.9,16.599999999999994,103.2,30.0,50.0,0
-2.2313,5.7,6.599999999999997,95.5,25.0,45.0,0
-2.8186000000000013,2.4,3.9999999999999787,72.7,25.0,45.0,0
-2.459200000000001,0.0,13.69999999999998,70.39999999999999,35.0,55.0,0
0.34240000000000026,6.8,29.500000000000004,240.6,40.0,40.0,0
-0.5725000000000002,7.1,18.099999999999998,206.0,45.0,60.0,0
-0.4573999999999989,1.4,22.700000000000014,241.9,25.0,45.0,0
-3.5866000000000002,0.0,0.0,28.799999999999997,35.0,55.0,0
-3.6162,0.0,0.0,25.099999999999994,40.0,40.0,0
-3.4925999999999995,2.0,2.000000000000014,6.800000000000001,40.0,40.0,0
0.8091000000000015,6.7,30.300000000000026,294.09999999999997,40.0,40.0,0
-1.9914000000000003,0.0,0.0,228.2,45.0,60.0,0
-2.8754000000000017,0.4,1.3999999999999715,103.7,40.0,40.0,0
1.3100999999999992,8.1,27.29999999999999,365.0,30.0,50.0,0
-3.7178,0.0,0.0,12.399999999999999,35.0,55.0,0
-1.401400000000002,2.8,11.19999999999997,193.8,25.0,45.0,0
2.0397,10.1,46.29999999999999,299.20000000000005,35.0,55.0,0
-3.3733999999999993,0.4,0.8000000000000143,45.8,35.0,55.0,0
-3.7625999999999995,0.0,0.8000000000000143,1.0,45.0,60.0,0
1.7850000000000001,10.6,48.9,243.70000000000002,25.0,45.0,0
-3.102599999999999,0.4,5.400000000000014,46.3,35.0,55.0,0
-3.4975000000000005,2.1,2.0999999999999943,4.5,40.0,40.0,0
-2.8234,0.0,0.0,124.20000000000002,30.0,50.0,0
-3.7746,0.0,0.0,5.3,25.0,45.0,0
-3.3005999999999993,2.4,4.600000000000014,8.1,35.0,55.0,0
-0.9320000000000007,6.0,26.699999999999996,109.3,30.0,50.0,0
-3.5998000000000006,0.0,1.3999999999999941,17.0,45.0,60.0,0
-1.6955999999999987,7.8,23.200000000000024,21.9,45.0,60.0,0
0.17549999999999955,5.9,19.499999999999993,300.90000000000003,45.0,60.0,0
-3.681,0.0,0.0,17.0,25.0,45.0,0
-3.658600000000001,0.0,0.7999999999999787,14.0,45.0,60.0,0
-2.7340000000000018,3.4,3.3999999999999715,78.0,45.0,60.0,0
-0.7345999999999997,6.0,25.00000000000001,146.3,35.0,55.0,0
-3.2458,0.0,0.0,71.4,25.0,45.0,0
-0.3147000000000004,8.3,15.599999999999994,244.79999999999998,30.0,50.0,0
-3.7368000000000006,0.0,0.8999999999999929,3.5,30.0,50.0,0
1.0260000000000007,22.0,36.10000000000001,131.9,35.0,55.0,0
1.202700000000001,9.7,24.400000000000013,357.2,30.0,50.0,0
-3.8082000000000003,0.0,0.0,1.1,25.0,45.0,0
-2.6150999999999995,0.9,4.700000000000007,107.5,40.0,40.0,0
3.1691999999999982,37.6,44.699999999999974,187.29999999999998,35.0,55.0,0
-3.5429000000000004,0.3,1.099999999999998,23.4,35.0,55.0,0
-3.285300000000002,2.9,4.599999999999971,5.2,45.0,60.0,0
-3.817,0.0,0.0,0.0,30.0,50.0,0
-0.5904,2.2,33.4,140.0,25.0,45.0,0
-2.8289999999999993,0.0,0.40000000000001423,120.6,25.0,45.0,0
-2.6560000000000006,0.0,1.2999999999999927,135.70000000000002,25.0,45.0,0
-3.8034000000000003,0.0,0.0,1.6999999999999984,40.0,40.0,0
-3.817,0.0,0.0,0.0,25.0,45.0,0
-3.257,0.0,0.0,70.0,45.0,60.0,0
2.1384000000000016,10.2,47.40000000000002,302.6,45.0,60.0,0
2.783299999999999,12.3,34.99999999999999,452.9,40.0,40.0,0
0.8337999999999988,5.6,30.19999999999998,308.5,45.0,60.0,0
-3.5818000000000003,0.0,0.0,29.4,25.0,45.0,0
-3.817,0.0,0.0,0.0,40.0,40.0,0
-2.781,0.0,0.0,129.5,25.0,45.0,0
1.087699999999999,8.3,38.39999999999998,254.8,25.0,45.0,0
1.5688999999999989,14.1,40.09999999999997,246.8,35.0,55.0,0
-3.3651000000000013,0.1,0.09999999999997869,54.800000000000004,40.0,40.0,0
-3.4714,0.0,0.0,43.199999999999996,30.0,50.0,0
